STT,Tên chức năng,Tác nhân,Transaction,Mô tả,Phân loại BMT,Độ phức tạp,Đã update 3 phụ lục
,,,"Cán bộ nghiệp vụ TW,BN,ĐP/Người hỗ trợ nhập từ khóa tìm kiếm nội dung tư vấn với chuyên gia;
Hệ thống thực hiện truy vấn dữ liệu và hiển thị kết quả dạng danh sách tương ứng với điều kiện tìm kiếm.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP/Người hỗ trợ lọc theo thời gian để tìm kiếm nội dung tư vấn với chuyên gia;
Hệ thống thực hiện truy vấn dữ liệu và hiển thị kết quả dạng danh sách tương ứng theo điều kiện lọc.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP/Người hỗ trợ lọc theo chuyên gia để tìm kiếm nội dung tư vấn với chuyên gia;
Hệ thống thực hiện truy vấn dữ liệu và hiển thị kết quả dạng danh sách tương ứng theo điều kiện lọc.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP/Người hỗ trợ kết hợp nhiều điều kiện tìm kiếm nội dung tư vấn với chuyên gia;
Hệ thống thực hiện truy vấn dữ liệu và hiển thị kết quả dạng danh sách tương ứng theo các điều kiện lọc.",,,,
149,Tiếp nhận nội dung tư vấn với chuyên gia,Cổng Pháp luật quốc gia,,Ghi nhận nội dung tư vấn chuyên sâu và đưa vào cơ sở dữ liệu,M,Trung bình,
,,,"Cổng Pháp luật quốc gia gửi nội dung tư vấn với chuyên gia;
Hệ thống tiếp nhận dữ liệu và kiểm tra định dạng, cấu trúc thông tin.",,,,
,,,"Cổng Pháp luật quốc gia gửi kèm các thông tin liên quan (thông tin doanh nghiệp, lĩnh vực, tài liệu đính kèm);
Hệ thống kiểm tra tính đầy đủ, hợp lệ của nội dung tư vấn và dữ liệu liên quan.",,,,
,,,"Cổng Pháp luật quốc gia hoàn tất gửi dữ liệu nội dung tư vấn;
Hệ thống tạo mới hồ sơ tư vấn chuyên sâu và lưu vào cơ sở dữ liệu.",,,,
,,,"Cổng Pháp luật quốc gia nhận phản hồi từ hệ thống;
Hệ thống gửi kết quả tiếp nhận (thành công/thất bại) kèm mã hồ sơ tư vấn.",,,,
150,Quản lý hồ sơ pháp lý doanh nghiệp,"Cán bộ nghiệp vụ TW,BN,ĐP/Người hỗ trợ",,"Quản lý các tài liệu, hồ sơ pháp lý liên quan của DNNVV trong quá trình tư vấn.",B,Phức tạp,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP/Người hỗ trợ xem danh sách hồ sơ pháp lý doanh nghiệp;
Hệ thống kiểm tra điều kiện và hiển thị danh sách hồ sơ pháp lý doanh nghiệp.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP/Người hỗ trợ xem chi tiết hồ sơ pháp lý doanh nghiệp;
Hệ thống kiểm tra điều kiện và hiển thị thông tin chi tiết hồ sơ pháp lý doanh nghiệp.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP/Người hỗ trợ thêm mới hồ sơ pháp lý doanh nghiệp;
Hệ thống kiểm tra điều kiện và hiển thị màn hình thêm mới hồ sơ pháp lý doanh nghiệp.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP/Người hỗ trợ chỉnh sửa hồ sơ pháp lý doanh nghiệp;
Hệ thống kiểm tra điều kiện và hiển thị màn hình chỉnh sửa hồ sơ pháp lý doanh nghiệp.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP/Người hỗ trợ xóa hồ sơ pháp lý doanh nghiệp;
Hệ thống kiểm tra điều kiện và hiển thị màn hình xác nhận trước khi xóa hồ sơ pháp lý doanh nghiệp.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP/Người hỗ trợ nhập từ khóa tìm kiếm thông tin hồ sơ pháp lý doanh nghiệp;
Hệ thống thực hiện truy vấn dữ liệu và hiển thị kết quả dạng danh sách tương ứng với điều kiện tìm kiếm.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP/Người hỗ trợ kết hợp nhiều điều kiện tìm kiếm hồ sơ pháp lý doanh nghiệp;
Hệ thống thực hiện truy vấn dữ liệu và hiển thị kết quả dạng danh sách tương ứng theo các điều kiện lọc.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP/Người hỗ trợ làm mới dữ liệu danh sách hồ sơ pháp lý doanh nghiệp;
Hệ thống kiểm tra điều kiện và cập nhật dữ liệu danh sách hồ sơ pháp lý doanh nghiệp mới nhất.",,,,
151,Tiếp nhận hồ sơ pháp lý doanh nghiệp,Cổng Pháp luật quốc gia,,Tiếp nhận hồ sơ pháp lý của doanh nghiệp được gửi từ Cổng Pháp luật quốc gia,M,Trung bình,
,,,"Cổng Pháp luật quốc gia gửi hồ sơ pháp lý doanh nghiệp sang hệ thống;
Hệ thống tiếp nhận dữ liệu hồ sơ, kiểm tra cấu trúc dữ liệu, định dạng và tính đầy đủ của thông tin.",,,,
,,,"Cổng Pháp luật quốc gia hoàn tất việc truyền dữ liệu hồ sơ hợp lệ sang hệ thống;
Hệ thống tiếp nhận đầy đủ dữ liệu, tạo mới hồ sơ pháp lý doanh nghiệp, sinh mã hồ sơ.",,,,
,,,"Cổng Pháp luật quốc gia yêu cầu cập nhật trạng thái hồ sơ;
Hệ thống phản hồi trạng thái tiếp nhận (thành công/thất bại) về Cổng Pháp luật quốc gia.",,,,
,,,"Cổng Pháp luật quốc gia nhận thông tin kết thúc xử lý tiếp nhận hồ sơ;
Hệ thống lưu trữ hồ sơ và đưa hồ sơ vào danh sách chờ xử lý cho cán bộ nghiệp vụ.",,,,
152,Quản lý tư liệu pháp lý của vụ việc,"Cán bộ nghiệp vụ TW,BN,ĐP",,"Quản lý các văn bản, tài liệu, nghiên cứu được chuyên gia sử dụng để tư vấn cho vụ việc.",B,Phức tạp,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP xem danh sách tư liệu pháp lý của vụ việc;
Hệ thống kiểm tra điều kiện và hiển thị danh sách tư liệu pháp lý của vụ việc.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP xem chi tiết tư liệu pháp lý của vụ việc;
Hệ thống kiểm tra điều kiện và hiển thị thông tin chi tiết tư liệu pháp lý của vụ việc.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP thêm mới tư liệu pháp lý của vụ việc;
Hệ thống kiểm tra điều kiện và hiển thị màn hình thêm mới tư liệu pháp lý của vụ việc.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP chỉnh sửa tư liệu pháp lý của vụ việc;
Hệ thống kiểm tra điều kiện và hiển thị màn hình chỉnh sửa tư liệu pháp lý của vụ việc.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP xóa tư liệu pháp lý của vụ việc;
Hệ thống kiểm tra điều kiện và hiển thị màn hình xác nhận trước khi xóa tư liệu pháp lý của vụ việc.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP tải lên file tư liệu pháp lý của vụ việc;
Hệ thống ghi nhận tải file lên thành công.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP xem file tư liệu pháp lý của vụ việc trực tuyến;
Hệ thống kiểm tra điều kiện và hiển thị màn hình xem file tư liệu pháp lý của vụ việc trực tuyến.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP xóa file tư liệu pháp lý của vụ việc;
Hệ thống kiểm tra điều kiện và hiển thị màn hình xác nhận trước khi xóa file tư liệu pháp lý của vụ việc.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP công khai tư liệu pháp lý của vụ việc;
Hệ thống kiểm tra điều kiện và thực hiện công khai tư liệu pháp lý của vụ việc lên Cổng.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP hủy công khai tư liệu pháp lý của vụ việc;
Hệ thống kiểm tra điều kiện và thực hiện hủy công khai tư liệu pháp lý của vụ việc khỏi Cổng.",,,,
153,Tiếp nhận đánh giá chất lượng tư vấn với chuyên gia,Cổng Pháp luật quốc gia,,Quản lý việc thiết lập và thu thập phản hồi khảo sát về chất lượng tư vấn.,M,Trung bình,
,,,"Cổng Pháp luật quốc gia gửi đánh giá chất lượng tư vấn với chuyên gia sang hệ thống;
Hệ thống tiếp nhận dữ liệu phản hồi (điểm số, nhận xét,..) và ghi nhận vào cơ sở dữ liệu.",,,,
,,,"Cổng Pháp luật quốc gia gửi cập nhật/chỉnh sửa nội dung đánh giá;
Hệ thống kiểm tra trạng thái hợp lệ và cập nhật thông tin đánh giá theo dữ liệu mới.",,,,
,,,"Cổng Pháp luật quốc gia gửi lại dữ liệu đánh giá trong trường hợp đồng bộ thất bại;
Hệ thống thực hiện tiếp nhận lại, kiểm tra trùng lặp và cập nhật dữ liệu đánh giá theo nguyên tắc không ghi đè sai lệch.",,,,
,,,"Cổng Pháp luật quốc gia truyền thông tin đánh giá gắn với vụ việc cụ thể;
Hệ thống xác định vụ việc tương ứng và liên kết dữ liệu đánh giá với hồ sơ vụ việc và chuyên gia liên quan.",,,,
X.2,Quản lý tư vấn nhanh,,,,,,
154,"Quản lý kho câu hỏi, tư vấn","Cán bộ nghiệp vụ TW,BN,ĐP",,Quản lý ngân hàng dữ liệu câu hỏi và câu trả lời đã được xử lý.,B,Trung bình,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP xem danh sách kho câu hỏi, tư vấn;
Hệ thống kiểm tra điều kiện và hiển thị danh sách kho câu hỏi, tư vấn.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP xem chi tiết kho câu hỏi, tư vấn;
Hệ thống kiểm tra điều kiện và hiển thị thông tin chi tiết kho câu hỏi, tư vấn.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP cập nhật trạng thái sử dụng câu hỏi, tư vấn;
Hệ thống ghi nhận trạng thái và cập nhật khả năng khai thác của nội dung trong kho dữ liệu.","cập nhật trạng thái sử dụng của câu hỏi và nội dung tư vấn;
Hệ thống ghi nhận trạng thái và cập nhật khả năng khai thác của nội dung trong kho dữ liệu.",,,xxx
,,,"Cán bộ nghiệp vụ TW,BN,ĐP xuất danh sách kho câu hỏi, tư vấn;
Hệ thống kiểm tra điều kiện và thực hiện xuất file định dạng excel danh sách kho câu hỏi, tư vấn.",,,,
155,"Phê duyệt nội dung câu hỏi, tư vấn","Cán bộ phê duyệt TW,BN,ĐP",,Quản lý phê duyệt câu hỏi.,B,Trung bình,
,,,"Cán bộ phê duyệt TW,BN,ĐP phê duyệt nội dung câu hỏi, tư vấn;
Hệ thống hiển thị màn hình xác nhận phê duyệt nội dung câu hỏi, tư vấn.",,,,
,,,"Cán bộ phê duyệt TW,BN,ĐP chọn xác nhận phê duyệt nội dung câu hỏi, tư vấn;
Hệ thống kiểm tra điều kiện và thực hiện xác nhận phê duyệt nội dung câu hỏi, tư vấn thành công.",,,,
,,,"Cán bộ phê duyệt TW,BN,ĐP từ chối phê duyệt nội dung câu hỏi, tư vấn;
Hệ thống kiểm tra điều kiện và hiển thị popup nhập lý do từ chối đã duyệt nội dung câu hỏi, tư vấn.",,,,
,,,"Cán bộ phê duyệt TW,BN,ĐP nhập lý do từ chối phê duyệt nội dung câu hỏi, tư vấn;
Hệ thống kiểm tra điều kiện và thực hiện xác nhận từ chối phê duyệt nội dung câu hỏi, tư vấn thành công.",,,,
156,"Quản lý công khai câu hỏi, tư vấn","Cán bộ nghiệp vụ TW,BN,ĐP",,"Quản lý công khai câu hỏi, tư vấn",B,Đơn giản,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP công khai câu hỏi, tư vấn;
Hệ thống kiểm tra điều kiện và thực hiện công khai câu hỏi, tư vấn.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP hủy công khai công khai câu hỏi, tư vấn;
Hệ thống kiểm tra điều kiện và thực hiện hủy công khai công khai câu hỏi, tư vấn.",,,,
157,"Tìm kiếm câu hỏi, tư vấn","Cán bộ nghiệp vụ TW,BN,ĐP",,Cung cấp công cụ tìm kiếm phản hồi trong kho câu hỏi/tư vấn nhanh.,B,Trung bình,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP nhập từ khóa tìm kiếm câu hỏi, tư vấn;
Hệ thống thực hiện truy vấn dữ liệu và hiển thị kết quả dạng danh sách tương ứng với điều kiện tìm kiếm.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP lọc theo thời gian để tìm kiếm câu hỏi, tư vấn;
Hệ thống thực hiện truy vấn dữ liệu và hiển thị kết quả dạng danh sách tương ứng theo điều kiện lọc.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP lọc theo lĩnh vực để tìm kiếm câu hỏi, tư vấn;
Hệ thống thực hiện truy vấn dữ liệu và hiển thị kết quả dạng danh sách tương ứng theo điều kiện lọc.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP kết hợp nhiều điều kiện tìm kiếm câu hỏi, tư vấn;
Hệ thống thực hiện truy vấn dữ liệu và hiển thị kết quả dạng danh sách tương ứng theo các điều kiện lọc.",,,,
158,Tiếp nhận đánh giá chất lượng tư vấn nhanh,Cổng Pháp luật quốc gia,,Tiếp nhận đánh giá mức độ hữu ích của câu trả lời từ hệ thống tư vấn nhanh của DNNVV từ Cổng Pháp luật quốc gia,B,Đơn giản,
,,,"Cổng Pháp luật quốc gia gửi đánh giá chất lượng tư vấn nhanh sang hệ thống;
Hệ thống tiếp nhận dữ liệu phản hồi (điểm số, nhận xét,..) và ghi nhận vào cơ sở dữ liệu.",,,,
,,,"Cổng Pháp luật quốc gia gửi lại dữ liệu đánh giá trong trường hợp đồng bộ thất bại;
Hệ thống thực hiện tiếp nhận lại, kiểm tra trùng lặp và cập nhật dữ liệu đánh giá theo nguyên tắc không ghi đè sai lệch.",,,,
X.3,Quản lý hợp đồng tư vấn,,,,,,
159,Quản lý hợp đồng tư vấn với chuyên gia,"Cán bộ nghiệp vụ TW,BN,ĐP",,Quản lý các hợp đồng dịch vụ tư vấn chuyên sâu giữa DNNVV và chuyên gia.,B,Phức tạp,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP xem danh sách hợp đồng tư vấn với chuyên gia;
Hệ thống kiểm tra điều kiện và hiển thị danh sách hợp đồng tư vấn với chuyên gia.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP chọn phân trang để xem danh sách hợp đồng tư vấn với chuyên gia;
Hệ thống hiển thị danh sách hợp đồng tư vấn với chuyên gia theo phân trang đã chọn.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP xem chi tiết hợp đồng tư vấn với chuyên gia;
Hệ thống kiểm tra điều kiện và hiển thị thông tin chi tiết hợp đồng tư vấn với chuyên gia.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP thêm mới hợp đồng tư vấn với chuyên gia;
Hệ thống kiểm tra điều kiện và hiển thị màn hình thêm mới hợp đồng tư vấn với chuyên gia.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP chỉnh sửa hợp đồng tư vấn với chuyên gia;
Hệ thống kiểm tra điều kiện và hiển thị màn hình chỉnh sửa hợp đồng tư vấn với chuyên gia.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP xóa hợp đồng tư vấn với chuyên gia;
Hệ thống kiểm tra điều kiện và hiển thị màn hình xác nhận trước khi xóaQuản lý hợp đồng tư vấn với chuyên gia.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP xuất danh sách hợp đồng tư vấn với chuyên gia;
Hệ thống kiểm tra điều kiện và thực hiện xuất dưới dạng excel hợp đồng tư vấn với chuyên gia.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP làm mới dữ liệu danh sách hợp đồng tư vấn với chuyên gia;
Hệ thống kiểm tra điều kiện và cập nhật dữ liệu danh sách hợp đồng tư vấn với chuyên gia mới nhất.",,,,
XI,Quản lý kế hoạch thực hiện chương trình hỗ trợ pháp lý doanh nghiệp,,,,,,
160,Quản lý kế hoạch thực hiện chương trình hỗ trợ pháp lý,"Cán bộ nghiệp vụ TW,BN,ĐP",,Tổng hợp và quản lý các kế hoạch thực hiện chương trình hỗ trợ pháp lý (cấp TW và địa phương).,B,Phức tạp,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP xem danh sách kế hoạch thực hiện chương trình hỗ trợ pháp lý;
Hệ thống kiểm tra điều kiện và hiển thị danh sách kế hoạch thực hiện chương trình hỗ trợ pháp lý.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP chọn phân trang để xem danh sách kế hoạch thực hiện chương trình hỗ trợ pháp lý;
Hệ thống hiển thị danh sách kế hoạch thực hiện chương trình hỗ trợ pháp lý theo phân trang đã chọn.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP xem chi tiết kế hoạch thực hiện chương trình hỗ trợ pháp lý;
Hệ thống kiểm tra điều kiện và hiển thị thông tin chi tiết kế hoạch thực hiện chương trình hỗ trợ pháp lý.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP thêm mới kế hoạch thực hiện chương trình hỗ trợ pháp lý;
Hệ thống kiểm tra điều kiện và hiển thị màn hình thêm mới kế hoạch thực hiện chương trình hỗ trợ pháp lý.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP chỉnh sửa kế hoạch thực hiện chương trình hỗ trợ pháp lý;
Hệ thống kiểm tra điều kiện và hiển thị màn hình chỉnh sửa kế hoạch thực hiện chương trình hỗ trợ pháp lý.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP xóa kế hoạch thực hiện chương trình hỗ trợ pháp lý;
Hệ thống kiểm tra điều kiện và hiển thị màn hình xác nhận trước khi xóa kế hoạch thực hiện chương trình hỗ trợ pháp lý.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP xuất danh sách kế hoạch thực hiện chương trình hỗ trợ pháp lý;
Hệ thống kiểm tra điều kiện và thực hiện xuất dưới dạng excel kế hoạch thực hiện chương trình hỗ trợ pháp lý.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP xuất file chi tiết kế hoạch thực hiện chương trình hỗ trợ pháp lý;
Hệ thống kiểm tra điều kiện và thực hiện xuất file chi tiết kế hoạch thực hiện chương trình hỗ trợ pháp lý.",Xuất file chi tiết kế hoạch thực hiện chương trình hỗ trợ pháp lý;,,,xxx
161,Tìm kiếm kế hoạch thực hiện chương trình hỗ trợ pháp lý,"Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP/Doanh nghiệp/Người hỗ trợ",,"Tìm kiếm kế hoạch thực hiện chương trình hỗ trợ theo tên, đơn vị quản lý, thời gian, lĩnh vực.",B,Trung bình,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP/Doanh nghiệp/Người hỗ trợ nhập từ khóa tìm kiếm thông tin kế hoạch thực hiện chương trình hỗ trợ pháp lý;
Hệ thống thực hiện truy vấn dữ liệu và hiển thị kết quả dạng danh sách tương ứng với điều kiện tìm kiếm.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP/Doanh nghiệp/Người hỗ trợ lọc theo thời gian để tìm kiếm thông tin kế hoạch thực hiện chương trình hỗ trợ pháp lý;
Hệ thống thực hiện truy vấn dữ liệu và hiển thị kết quả dạng danh sách tương ứng theo điều kiện lọc.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP/Doanh nghiệp/Người hỗ trợ lọc theo lĩnh vực để tìm kiếm thông tin kế hoạch thực hiện chương trình hỗ trợ pháp lý;
Hệ thống thực hiện truy vấn dữ liệu và hiển thị kết quả dạng danh sách tương ứng theo điều kiện lọc.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP/Doanh nghiệp/Người hỗ trợ kết hợp nhiều điều kiện tìm kiếm kế hoạch thực hiện chương trình hỗ trợ pháp lý;
Hệ thống thực hiện truy vấn dữ liệu và hiển thị kết quả dạng danh sách tương ứng theo các điều kiện lọc.",,,,
162,Trình phê duyệt kế hoạch thực hiện chương trình hỗ trợ pháp lý,"Cán bộ nghiệp vụ TW,BN,ĐP",,Cung cấp quy trình để trình Lãnh đạo CQQLNN phê duyệt kế hoạch thực hiện chương trình hỗ trợ.,B,Đơn giản,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP chọn trình phê duyệt kế hoạch thực hiện chương trình hỗ trợ pháp lý;
Hệ thống kiểm tra điều kiện và hiển thị màn hình xác nhận trình phê duyệt kế hoạch thực hiện chương trình hỗ trợ pháp lý.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP chọn xác nhận trình phê duyệt kế hoạch thực hiện chương trình hỗ trợ pháp lý;
Hệ thống kiểm tra điều kiện và thực hiện trình phê duyệt kế hoạch thực hiện chương trình hỗ trợ pháp lý tới cán bộ phê duyệt.",,,,
163,Phê duyệt kế hoạch thực hiện chương trình hỗ trợ pháp lý,"Cán bộ phê duyệt TW,BN,ĐP",,Lãnh đạo CQQLNN xem xét và phê duyệt kế hoạch thực hiện chương trình hỗ trợ.,B,Đơn giản,
,,,"Cán bộ phê duyệt TW,BN,ĐP phê duyệt kế hoạch thực hiện chương trình hỗ trợ pháp lý;
Hệ thống hiển thị màn hình xác nhận phê duyệt kế hoạch thực hiện chương trình hỗ trợ pháp lý.",,,,
,,,"Cán bộ phê duyệt TW,BN,ĐP chọn xác nhận phê duyệt kế hoạch thực hiện chương trình hỗ trợ pháp lý;
Hệ thống kiểm tra điều kiện và thực hiện xác nhận phê duyệt kế hoạch thực hiện chương trình hỗ trợ pháp lý thành công.",,,,
164,Công bố kế hoạch thực hiện chương trình hỗ trợ pháp lý,"Cán bộ nghiệp vụ TW,BN,ĐP",,Đăng tải kế hoạch chi tiết của chương trình đã phê duyệt lên Cổng TTĐT.,B,Đơn giản,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP công bố kế hoạch thực hiện chương trình hỗ trợ pháp lý;
Hệ thống kiểm tra điều kiện và thực hiện công bố kế hoạch thực hiện chương trình hỗ trợ pháp lý đã phê duyệt lên Cổng TTĐT.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP hủy bỏ công bố kế hoạch thực hiện chương trình hỗ trợ pháp lý;
Hệ thống kiểm tra điều kiện và thực hiện hủy bỏ công bố kế hoạch thực hiện chương trình hỗ trợ pháp lý khỏi Cổng TTĐT.",,,,
165,Quản lý đợt báo cáo,"Cán bộ nghiệp vụ TW,BN,ĐP",,Quản lý thông tin về đợt báo cáo (Theo thông tư 17/2025/TT-BTP) về báo cáo hoạt động Hỗ trợ PLDN,B,Trung bình,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP xem danh sách đợt báo cáo;
Hệ thống kiểm tra điều kiện và hiển thị danh sách đợt báo cáo.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP xem chi tiết đợt báo cáo;
Hệ thống kiểm tra điều kiện và hiển thị thông tin chi tiết đợt báo cáo.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP thêm mới đợt báo cáo;
Hệ thống kiểm tra điều kiện và hiển thị màn hình thêm mới đợt báo cáo.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP chỉnh sửa đợt báo cáo;
Hệ thống kiểm tra điều kiện và hiển thị màn hình chỉnh sửa đợt báo cáo.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP xóa đợt báo cáo;
Hệ thống kiểm tra điều kiện và hiển thị màn hình xác nhận trước khi xóa đợt báo cáo.",,,,
166,Lập báo cáo kết quả thực hiện chương trình,"Cán bộ nghiệp vụ TW,BN,ĐP",,Cung cấp công cụ để CB Nghiệp vụ lập báo cáo kết quả thực hiện chương trình.,B,Trung bình,"Thiếu UC: QL đợt báo cáo
=> Lập báo cáo"
,,,"Cán bộ nghiệp vụ TW,BN,ĐP xem danh sách báo cáo kết quả thực hiện chương trình;
Hệ thống kiểm tra điều kiện và hiển thị danh sách báo cáo kết quả thực hiện chương trình.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP xem chi tiết báo cáo kết quả thực hiện chương trình;
Hệ thống kiểm tra điều kiện và hiển thị thông tin chi tiết báo cáo kết quả thực hiện chương trình.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP nhập dữ liệu báo cáo kết quả thực hiện chương trình;
Hệ thống kiểm tra điều kiện và hiển thị màn hình nhập dữ liệu báo cáo kết quả thực hiện chương trình theo biểu mẫu đã quy định.",(Update trans này),,,xxx
,,,"Cán bộ nghiệp vụ TW,BN,ĐP chỉnh sửa báo cáo kết quả thực hiện chương trình;
Hệ thống kiểm tra điều kiện và hiển thị màn hình chỉnh sửa báo cáo kết quả thực hiện chương trình.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP tải lên file báo cáo kết quả thực hiện chương trình đã ký số;
Hệ thống ghi nhận file báo cáo kết quả thực hiện chương trình đã ký số.","Báo cáo này ko xóa được => chỉ có cập nhật/sửa theo biểu mẫu
=> Chuyển in báo cáo và tải lên file báo cáo đã ký số",,,xxx
167,Trình phê duyệt báo cáo kết quả thực hiện chương trình,"Cán bộ nghiệp vụ TW,BN,ĐP",,Trình Lãnh đạo CQQLNN phê duyệt báo cáo kết quả thực hiện chương trình.,B,Đơn giản,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP chọn trình phê duyệt báo cáo kết quả thực hiện chương trình;
Hệ thống kiểm tra điều kiện và hiển thị màn hình xác nhận trình phê duyệt báo cáo kết quả thực hiện chương trình.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP chọn xác nhận trình phê duyệt báo cáo kết quả thực hiện chương trình;
Hệ thống kiểm tra điều kiện và thực hiện trình phê duyệt báo cáo kết quả thực hiện chương trình tới cán bộ phê duyệt.",,,,Thiếu UC phê duyệt
168,Phê duyệt báo cáo kết quả thực hiện chương trình,"Cán bộ phê duyệt TW,BN,ĐP",,Lãnh đạo phê duyệt báo cáo kết quả thực hiện chương trình.,B,Đơn giản,
,,,"Cán bộ phê duyệt TW,BN,ĐP phê duyệt báo cáo kết quả thực hiện chương trình;
Hệ thống hiển thị màn hình xác nhận phê duyệt báo cáo kết quả thực hiện chương trình.",,,,
,,,"Cán bộ phê duyệt TW,BN,ĐP chọn xác nhận phê duyệt báo cáo kết quả thực hiện chương trình;
Hệ thống kiểm tra điều kiện và thực hiện xác nhận phê duyệt báo cáo kết quả thực hiện chương trình thành công.",,,,
169,Gửi kết quả thực hiện chương trình hỗ trợ pháp lý,"Cán bộ nghiệp vụ BN,ĐP",,Gửi báo cáo kết quả thực hiện chương trình cho các bên liên quan.,B,Đơn giản,
,,,"Cán bộ nghiệp vụ BN,ĐP lựa chọn chương trình cần gửi kết quả thực hiện chương trình hỗ trợ pháp lý;
Hệ thống kiểm tra điều kiện và hiển thị màn hình gửi kết quả thực hiện chương trình hỗ trợ pháp lý.",,,,
,,,"Cán bộ nghiệp vụ BN,ĐP nhập nội dung để gửi kết quả thực hiện chương trình hỗ trợ pháp lý;
Hệ thống kiểm tra điều kiện và gửi kết quả thực hiện chương trình hỗ trợ pháp lý cho các bên liên quan.",,,,
170,Tổng hợp báo cáo thực hiện chương trình hỗ trợ pháp lý,Cán bộ nghiệp vụ TW,,Tổng hợp báo cáo thực hiện chương trình từ nhiều đơn vị.,B,Trung bình,
,,,"Cán bộ nghiệp vụ TW tổng hợp báo cáo thực hiện chương trình hỗ trợ pháp lý;
Hệ thống kiểm tra điều kiện và hiển thị màn hình tổng hợp báo cáo thực hiện chương trình hỗ trợ pháp lý.",(Update trans này),,,xxx
